openalex_topic_id,openalex_topic_name,for_field_code,for_field_label,is_primary,confidence,match_method,notes
10722,Work-Family Balance Challenges,441002,Environmental sociology,False,0.0,constrained_lexical,
10723,Advanced Welding Techniques Analysis,401706,Numerical modelling and mechanical characterisation,True,0.75,constrained_lexical,
10723,Advanced Welding Techniques Analysis,401703,"Energy generation, conversion and storage (excl. chemical and electrical)",False,0.143,constrained_lexical,
10723,Advanced Welding Techniques Analysis,401704,Mechanical engineering asset management,False,0.25,constrained_lexical,
10723,Advanced Welding Techniques Analysis,401799,Mechanical engineering not elsewhere classified,False,0.2,constrained_lexical,
10723,Advanced Welding Techniques Analysis,401701,Acoustics and noise control (excl. architectural acoustics),False,0.0,constrained_lexical,
10723,Advanced Welding Techniques Analysis,401702,"Dynamics, vibration and vibration control",False,0.0,constrained_lexical,
10724,Ion Transport and Channel Regulation,310102,"Cell development, proliferation and death",True,0.25,constrained_lexical,
10724,Ion Transport and Channel Regulation,310103,Cell metabolism,False,0.5,constrained_lexical,
10724,Ion Transport and Channel Regulation,310104,Cell neurochemistry,False,0.5,constrained_lexical,
10724,Ion Transport and Channel Regulation,310105,"Cellular interactions (incl. adhesion, matrix, cell wall)",False,0.143,constrained_lexical,
10724,Ion Transport and Channel Regulation,310108,Protein trafficking,False,0.5,constrained_lexical,
10724,Ion Transport and Channel Regulation,310110,Receptors and membrane biology,False,0.333,constrained_lexical,
10725,RNA Interference and Gene Delivery,310102,"Cell development, proliferation and death",True,0.25,constrained_lexical,
10725,RNA Interference and Gene Delivery,310103,Cell metabolism,False,0.5,constrained_lexical,
10725,RNA Interference and Gene Delivery,310104,Cell neurochemistry,False,0.5,constrained_lexical,
10725,RNA Interference and Gene Delivery,310105,"Cellular interactions (incl. adhesion, matrix, cell wall)",False,0.143,constrained_lexical,
10725,RNA Interference and Gene Delivery,310199,Biochemistry and cell biology not elsewhere classified,False,0.167,constrained_lexical,
10725,RNA Interference and Gene Delivery,310101,Analytical biochemistry,False,0.0,constrained_lexical,
10726,Career Development and Diversity,449901,Studies of Asian society,True,0.0,below_floor,
10726,Career Development and Diversity,449999,Other human society not elsewhere classified,False,0.0,constrained_lexical,
10727,Ultrasound Imaging and Elastography,320202,Clinical chemistry (incl. diagnostics),True,0.25,constrained_lexical,
10727,Ultrasound Imaging and Elastography,320203,Clinical microbiology,False,0.5,constrained_lexical,
10727,Ultrasound Imaging and Elastography,320222,Radiology and organ imaging,False,0.333,constrained_lexical,
10727,Ultrasound Imaging and Elastography,320224,Rural clinical health,False,0.333,constrained_lexical,
10727,Ultrasound Imaging and Elastography,320299,Clinical sciences not elsewhere classified,False,0.2,constrained_lexical,
10727,Ultrasound Imaging and Elastography,320201,Anaesthesiology,False,0.0,constrained_lexical,
10728,Pulmonary Hypertension Research and Treatments,320201,Anaesthesiology,True,0.0,below_floor,
10728,Pulmonary Hypertension Research and Treatments,320202,Clinical chemistry (incl. diagnostics),False,0.0,constrained_lexical,
10728,Pulmonary Hypertension Research and Treatments,320203,Clinical microbiology,False,0.0,constrained_lexical,
10728,Pulmonary Hypertension Research and Treatments,320204,Clinimetrics,False,0.0,constrained_lexical,
10728,Pulmonary Hypertension Research and Treatments,320205,Dermatology,False,0.0,constrained_lexical,
10728,Pulmonary Hypertension Research and Treatments,320206,Diagnostic radiography,False,0.0,constrained_lexical,
10729,Electrospun Nanofibers in Biomedical Applications,401609,Polymers and plastics,True,0.5,constrained_lexical,
10729,Electrospun Nanofibers in Biomedical Applications,401610,"Timber, pulp and paper",False,0.333,constrained_lexical,
10729,Electrospun Nanofibers in Biomedical Applications,401699,Materials engineering not elsewhere classified,False,0.2,constrained_lexical,
10729,Electrospun Nanofibers in Biomedical Applications,401601,Ceramics,False,0.0,constrained_lexical,
10729,Electrospun Nanofibers in Biomedical Applications,401602,Composite and hybrid materials,False,0.0,constrained_lexical,
10729,Electrospun Nanofibers in Biomedical Applications,401603,Compound semiconductors,False,0.0,constrained_lexical,
10730,Language Development and Disorders,520101,Child and adolescent development,True,0.667,constrained_lexical,
10730,Language Development and Disorders,520102,Educational psychology,False,0.0,constrained_lexical,
10730,Language Development and Disorders,520103,Forensic psychology,False,0.0,constrained_lexical,
10730,Language Development and Disorders,520104,Industrial and organisational psychology (incl. human factors),False,0.0,constrained_lexical,
10730,Language Development and Disorders,520105,"Psychological methodology, design and analysis",False,0.0,constrained_lexical,
10730,Language Development and Disorders,520106,Psychology of ageing,False,0.0,constrained_lexical,
10731,Educational Games and Gamification,520102,Educational psychology,True,0.5,constrained_lexical,
10731,Educational Games and Gamification,520105,"Psychological methodology, design and analysis",False,0.25,constrained_lexical,
10731,Educational Games and Gamification,520101,Child and adolescent development,False,0.0,constrained_lexical,
10731,Educational Games and Gamification,520103,Forensic psychology,False,0.0,constrained_lexical,
10731,Educational Games and Gamification,520104,Industrial and organisational psychology (incl. human factors),False,0.0,constrained_lexical,
10731,Educational Games and Gamification,520106,Psychology of ageing,False,0.0,constrained_lexical,
10732,Laser Material Processing Techniques,401204,"Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)",True,0.222,constrained_lexical,
10732,Laser Material Processing Techniques,401205,"Experimental methods in fluid flow, heat and mass transfer",False,0.143,constrained_lexical,
10732,Laser Material Processing Techniques,401206,Fluid-structure interaction and aeroacoustics,False,0.25,constrained_lexical,
10732,Laser Material Processing Techniques,401207,Fundamental and theoretical fluid dynamics,False,0.25,constrained_lexical,
10732,Laser Material Processing Techniques,401201,Aerodynamics (excl. hypersonic aerodynamics),False,0.0,constrained_lexical,
10732,Laser Material Processing Techniques,401202,Bio-fluids,False,0.0,constrained_lexical,
10733,Wheat and Barley Genetics and Pathology,310805,Plant pathology,True,0.5,constrained_lexical,
10733,Wheat and Barley Genetics and Pathology,310801,Phycology (incl. marine grasses),False,0.0,constrained_lexical,
10733,Wheat and Barley Genetics and Pathology,310802,Plant biochemistry,False,0.0,constrained_lexical,
10733,Wheat and Barley Genetics and Pathology,310803,Plant cell and molecular biology,False,0.0,constrained_lexical,
10733,Wheat and Barley Genetics and Pathology,310804,Plant developmental and reproductive biology,False,0.0,constrained_lexical,
10733,Wheat and Barley Genetics and Pathology,310806,Plant physiology,False,0.0,constrained_lexical,
10734,Information and Cyber Security,460904,Information security management,True,1.0,constrained_lexical,
10734,Information and Cyber Security,460908,Information systems organisation and management,False,0.75,constrained_lexical,
10734,Information and Cyber Security,460903,"Information modelling, management and ontologies",False,0.5,constrained_lexical,
10734,Information and Cyber Security,460909,"Information systems philosophy, research methods and theory",False,0.333,constrained_lexical,
10734,Information and Cyber Security,460911,"Inter-organisational, extra-organisational and global information systems",False,0.333,constrained_lexical,
10734,Information and Cyber Security,460912,Knowledge and information management,False,0.667,constrained_lexical,
10735,Mesoporous Materials and Catalysis,340301,Inorganic materials (incl. nanomaterials),True,0.5,constrained_lexical,
10735,Mesoporous Materials and Catalysis,340307,Structure and dynamics of materials,False,0.667,constrained_lexical,
10735,Mesoporous Materials and Catalysis,340302,Macromolecular materials,False,0.5,constrained_lexical,
10735,Mesoporous Materials and Catalysis,340304,Optical properties of materials,False,0.333,constrained_lexical,
10735,Mesoporous Materials and Catalysis,340305,Physical properties of materials,False,0.333,constrained_lexical,
10735,Mesoporous Materials and Catalysis,340309,Theory and design of materials,False,0.333,constrained_lexical,
10736,Hydrogen embrittlement and corrosion behaviors in metals,401607,Metals and alloy materials,True,0.667,constrained_lexical,
10736,Hydrogen embrittlement and corrosion behaviors in metals,401610,"Timber, pulp and paper",False,0.333,constrained_lexical,
10736,Hydrogen embrittlement and corrosion behaviors in metals,401699,Materials engineering not elsewhere classified,False,0.2,constrained_lexical,
10736,Hydrogen embrittlement and corrosion behaviors in metals,401601,Ceramics,False,0.0,constrained_lexical,
10736,Hydrogen embrittlement and corrosion behaviors in metals,401602,Composite and hybrid materials,False,0.0,constrained_lexical,
10736,Hydrogen embrittlement and corrosion behaviors in metals,401603,Compound semiconductors,False,0.0,constrained_lexical,
10737,Health Literacy and Information Accessibility,420302,Digital health,True,1.0,constrained_lexical,
10737,Health Literacy and Information Accessibility,420308,Health informatics and information systems,False,0.5,constrained_lexical,
10737,Health Literacy and Information Accessibility,420309,Health management,False,1.0,constrained_lexical,
10737,Health Literacy and Information Accessibility,420301,Aged health care,False,0.333,constrained_lexical,
10737,Health Literacy and Information Accessibility,420305,Health and community services,False,0.333,constrained_lexical,
10737,Health Literacy and Information Accessibility,420306,Health care administration,False,0.333,constrained_lexical,
10738,Posthumanist Ethics and Activism,470201,Arts and cultural policy,True,0.0,below_floor,
10738,Posthumanist Ethics and Activism,470202,Asian cultural studies,False,0.0,constrained_lexical,
10738,Posthumanist Ethics and Activism,470203,Consumption and everyday life,False,0.0,constrained_lexical,
10738,Posthumanist Ethics and Activism,470204,Cultural and creative industries,False,0.0,constrained_lexical,
10738,Posthumanist Ethics and Activism,470205,"Cultural studies of agriculture, food and wine",False,0.0,constrained_lexical,
10738,Posthumanist Ethics and Activism,470206,Cultural studies of nation and region,False,0.0,constrained_lexical,
10739,Electromagnetic Scattering and Analysis,510201,Atomic and molecular physics,True,0.0,below_floor,
10739,Electromagnetic Scattering and Analysis,510202,Lasers and quantum electronics,False,0.0,constrained_lexical,
10739,Electromagnetic Scattering and Analysis,510203,Nonlinear optics and spectroscopy,False,0.0,constrained_lexical,
10739,Electromagnetic Scattering and Analysis,510204,"Photonics, optoelectronics and optical communications",False,0.0,constrained_lexical,
10739,Electromagnetic Scattering and Analysis,510205,Terahertz physics,False,0.0,constrained_lexical,
10739,Electromagnetic Scattering and Analysis,510299,"Atomic, molecular and optical physics not elsewhere classified",False,0.0,constrained_lexical,
10740,Wind Turbine Control Systems,400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",True,0.286,constrained_lexical,
10740,Wind Turbine Control Systems,400805,"Electrical energy transmission, networks and systems",False,0.4,constrained_lexical,
10740,Wind Turbine Control Systems,400808,Photovoltaic power systems,False,0.667,constrained_lexical,
10740,Wind Turbine Control Systems,400801,Circuits and systems,False,0.5,constrained_lexical,
10740,Wind Turbine Control Systems,400802,Electrical circuits and systems,False,0.333,constrained_lexical,
10740,Wind Turbine Control Systems,400804,Electrical energy storage,False,0.333,constrained_lexical,
10741,Video Coding and Compression Technologies,400608,Wireless communication systems and technologies (incl. microwave and millimetrewave),True,0.286,constrained_lexical,
10741,Video Coding and Compression Technologies,400605,Optical fibre communication systems and technologies,False,0.2,constrained_lexical,
10741,Video Coding and Compression Technologies,400601,Antennas and propagation,False,0.0,constrained_lexical,
10741,Video Coding and Compression Technologies,400602,Data communications,False,0.0,constrained_lexical,
10741,Video Coding and Compression Technologies,400603,"Molecular, biological, and multi-scale communications",False,0.0,constrained_lexical,
10741,Video Coding and Compression Technologies,400604,Network engineering,False,0.0,constrained_lexical,
10742,Peer-to-Peer Network Technologies,460602,Concurrent/parallel systems and technologies,True,0.5,constrained_lexical,
10742,Peer-to-Peer Network Technologies,460603,Cyberphysical systems and internet of things,False,0.5,constrained_lexical,
10742,Peer-to-Peer Network Technologies,460605,Distributed systems and algorithms,False,0.667,constrained_lexical,
10742,Peer-to-Peer Network Technologies,460699,Distributed computing and systems software not elsewhere classified,False,0.286,constrained_lexical,
10742,Peer-to-Peer Network Technologies,460604,Dependable systems,False,0.5,constrained_lexical,
10742,Peer-to-Peer Network Technologies,460606,Energy-efficient computing,False,0.333,constrained_lexical,
10743,Software Testing and Debugging Techniques,461201,Automated software engineering,True,0.667,constrained_lexical,
10743,Software Testing and Debugging Techniques,461208,"Software testing, verification and validation",False,0.5,constrained_lexical,
10743,Software Testing and Debugging Techniques,461202,Empirical software engineering,False,0.333,constrained_lexical,
10743,Software Testing and Debugging Techniques,461203,Formal methods for software,False,0.333,constrained_lexical,
10743,Software Testing and Debugging Techniques,461206,Software architecture,False,0.5,constrained_lexical,
10743,Software Testing and Debugging Techniques,461207,"Software quality, processes and metrics",False,0.25,constrained_lexical,
10744,Astrophysical Phenomena and Observations,510106,High energy astrophysics and galactic cosmic rays,True,0.5,constrained_lexical,
10744,Astrophysical Phenomena and Observations,510109,Stellar astronomy and planetary systems,False,0.75,constrained_lexical,
10744,Astrophysical Phenomena and Observations,510104,Galactic astronomy,False,1.0,constrained_lexical,
10744,Astrophysical Phenomena and Observations,510103,Cosmology and extragalactic astronomy,False,0.333,constrained_lexical,
10744,Astrophysical Phenomena and Observations,510105,General relativity and gravitational waves,False,0.25,constrained_lexical,
10744,Astrophysical Phenomena and Observations,510107,Planetary science (excl. solar system and planetary geology),False,0.167,constrained_lexical,
10745,Heart Rate Variability and Autonomic Control,320101,Cardiology (incl. cardiovascular diseases),True,0.25,constrained_lexical,
10745,Heart Rate Variability and Autonomic Control,320199,Cardiovascular medicine and haematology not elsewhere classified,False,0.167,constrained_lexical,
10745,Heart Rate Variability and Autonomic Control,320102,Haematology,False,0.0,constrained_lexical,
10745,Heart Rate Variability and Autonomic Control,320103,Respiratory diseases,False,0.0,constrained_lexical,
10746,Platelet Disorders and Treatments,320101,Cardiology (incl. cardiovascular diseases),True,0.0,below_floor,
10746,Platelet Disorders and Treatments,320102,Haematology,False,0.0,constrained_lexical,
10746,Platelet Disorders and Treatments,320103,Respiratory diseases,False,0.0,constrained_lexical,
10746,Platelet Disorders and Treatments,320199,Cardiovascular medicine and haematology not elsewhere classified,False,0.0,constrained_lexical,
10747,Disaster Management and Resilience,441004,Social change,True,1.0,constrained_lexical,
10747,Disaster Management and Resilience,441001,"Applied sociology, program evaluation and social impact assessment",False,0.143,constrained_lexical,
10747,Disaster Management and Resilience,441005,Social theory,False,0.5,constrained_lexical,
10747,Disaster Management and Resilience,441007,Sociology and social studies of science and technology,False,0.2,constrained_lexical,
10747,Disaster Management and Resilience,441016,Urban sociology and community studies,False,0.25,constrained_lexical,
10747,Disaster Management and Resilience,441002,Environmental sociology,False,0.0,constrained_lexical,
10748,Growth Hormone and Insulin-like Growth Factors,320501,Medical biochemistry - amino acids and metabolites,True,0.0,below_floor,
10748,Growth Hormone and Insulin-like Growth Factors,320502,Medical biochemistry - carbohydrates,False,0.0,constrained_lexical,
10748,Growth Hormone and Insulin-like Growth Factors,320503,Medical biochemistry - inorganic elements and compounds,False,0.0,constrained_lexical,
10748,Growth Hormone and Insulin-like Growth Factors,320504,Medical biochemistry - lipids,False,0.0,constrained_lexical,
10748,Growth Hormone and Insulin-like Growth Factors,320505,Medical biochemistry - nucleic acids,False,0.0,constrained_lexical,
10748,Growth Hormone and Insulin-like Growth Factors,320506,Medical biochemistry - proteins and peptides (incl. medical proteomics),False,0.0,constrained_lexical,
10749,International Law and Human Rights,440808,International relations,True,0.5,constrained_lexical,
10749,International Law and Human Rights,440801,Australian government and politics,False,0.0,constrained_lexical,
10749,International Law and Human Rights,440802,Citizenship,False,0.0,constrained_lexical,
10749,International Law and Human Rights,440803,Comparative government and politics,False,0.0,constrained_lexical,
10749,International Law and Human Rights,440804,Defence studies,False,0.0,constrained_lexical,
10749,International Law and Human Rights,440805,Environmental politics,False,0.0,constrained_lexical,
10750,Fermentation and Sensory Analysis,300601,Beverage chemistry and beverage sensory science,True,0.25,constrained_lexical,
10750,Fermentation and Sensory Analysis,300602,Food chemistry and food sensory science,False,0.25,constrained_lexical,
10750,Fermentation and Sensory Analysis,300603,Food nutritional balance,False,0.0,constrained_lexical,
10750,Fermentation and Sensory Analysis,300604,"Food packaging, preservation and processing",False,0.0,constrained_lexical,
10750,Fermentation and Sensory Analysis,300605,"Food safety, traceability, certification and authenticity",False,0.0,constrained_lexical,
10750,Fermentation and Sensory Analysis,300606,Food sustainability,False,0.0,constrained_lexical,
10751,Forensic and Genetic Research,310501,Anthropological genetics,True,0.5,constrained_lexical,
10751,Forensic and Genetic Research,310503,Developmental genetics (incl. sex determination),False,0.2,constrained_lexical,
10751,Forensic and Genetic Research,310507,Genetic immunology,False,0.5,constrained_lexical,
10751,Forensic and Genetic Research,310508,Genome structure and regulation,False,0.333,constrained_lexical,
10751,Forensic and Genetic Research,310509,Genomics,False,1.0,constrained_lexical,
10751,Forensic and Genetic Research,310510,Molecular evolution,False,0.5,constrained_lexical,
10752,Terahertz technology and applications,400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",True,0.143,constrained_lexical,
10752,Terahertz technology and applications,400801,Circuits and systems,False,0.0,constrained_lexical,
10752,Terahertz technology and applications,400802,Electrical circuits and systems,False,0.0,constrained_lexical,
10752,Terahertz technology and applications,400804,Electrical energy storage,False,0.0,constrained_lexical,
10752,Terahertz technology and applications,400805,"Electrical energy transmission, networks and systems",False,0.0,constrained_lexical,
10752,Terahertz technology and applications,400806,Electrical machines and drives,False,0.0,constrained_lexical,
10753,Microplastics and Plastic Pollution,410501,Environmental biogeochemistry,True,0.5,constrained_lexical,
10753,Microplastics and Plastic Pollution,410502,Noise and wave pollution processes and measurement,False,0.2,constrained_lexical,
10753,Microplastics and Plastic Pollution,410599,Pollution and contamination not elsewhere classified,False,0.2,constrained_lexical,
10753,Microplastics and Plastic Pollution,410503,Groundwater quality processes and contaminated land assessment,False,0.0,constrained_lexical,
10753,Microplastics and Plastic Pollution,410504,Surface water quality processes and contaminated sediment assessment,False,0.0,constrained_lexical,
10754,Neuroendocrine Tumor Research Advances,420201,Behavioural epidemiology,True,0.5,constrained_lexical,
10754,Neuroendocrine Tumor Research Advances,420203,Environmental epidemiology,False,0.5,constrained_lexical,
10754,Neuroendocrine Tumor Research Advances,420206,Forensic epidemiology,False,0.5,constrained_lexical,
10754,Neuroendocrine Tumor Research Advances,420208,Nutritional epidemiology,False,0.5,constrained_lexical,
10754,Neuroendocrine Tumor Research Advances,420209,Occupational epidemiology,False,0.5,constrained_lexical,
10754,Neuroendocrine Tumor Research Advances,420210,Social epidemiology,False,0.5,constrained_lexical,
10755,HER2/EGFR in Cancer Research,321104,Cancer therapy (excl. chemotherapy and radiation therapy),True,0.6,constrained_lexical,
10755,HER2/EGFR in Cancer Research,321101,Cancer cell biology,False,0.333,constrained_lexical,
10755,HER2/EGFR in Cancer Research,321102,Cancer diagnosis,False,0.5,constrained_lexical,
10755,HER2/EGFR in Cancer Research,321103,Cancer genetics,False,0.5,constrained_lexical,
10755,HER2/EGFR in Cancer Research,321105,Chemotherapy,False,1.0,constrained_lexical,
10755,HER2/EGFR in Cancer Research,321110,Radiation therapy,False,0.5,constrained_lexical,
10756,Estrogen and related hormone effects,310502,Cell and nuclear division,True,0.333,constrained_lexical,
10756,Estrogen and related hormone effects,310505,Gene expression (incl. microarray and other genome-wide approaches),False,0.125,constrained_lexical,
10756,Estrogen and related hormone effects,310506,Gene mapping,False,0.5,constrained_lexical,
10756,Estrogen and related hormone effects,310508,Genome structure and regulation,False,0.333,constrained_lexical,
10756,Estrogen and related hormone effects,310510,Molecular evolution,False,0.5,constrained_lexical,
10756,Estrogen and related hormone effects,310501,Anthropological genetics,False,0.0,constrained_lexical,
10757,Geographic Information Systems Studies,440499,Development studies not elsewhere classified,True,0.2,constrained_lexical,
10757,Geographic Information Systems Studies,440401,Development cooperation,False,0.0,constrained_lexical,
10757,Geographic Information Systems Studies,440402,"Humanitarian disasters, conflict and peacebuilding",False,0.0,constrained_lexical,
10757,Geographic Information Systems Studies,440403,"Labour, migration and development",False,0.0,constrained_lexical,
10757,Geographic Information Systems Studies,440404,Political economy and social change,False,0.0,constrained_lexical,
10757,Geographic Information Systems Studies,440405,"Poverty, inclusivity and wellbeing",False,0.0,constrained_lexical,
10758,Cinema and Media Studies,380203,Economic models and forecasting,True,0.333,constrained_lexical,
10758,Cinema and Media Studies,380201,Cross-sectional analysis,False,0.0,constrained_lexical,
10758,Cinema and Media Studies,380202,Econometric and statistical methods,False,0.0,constrained_lexical,
10758,Cinema and Media Studies,380204,Panel data analysis,False,0.0,constrained_lexical,
10758,Cinema and Media Studies,380205,Time-series analysis,False,0.0,constrained_lexical,
10758,Cinema and Media Studies,380299,Econometrics not elsewhere classified,False,0.0,constrained_lexical,
10759,Translation Studies and Practices,470404,Corpus linguistics,True,1.0,constrained_lexical,
10759,Translation Studies and Practices,470401,Applied linguistics and educational linguistics,False,0.333,constrained_lexical,
10759,Translation Studies and Practices,470403,Computational linguistics,False,0.5,constrained_lexical,
10759,Translation Studies and Practices,470406,"Historical, comparative and typological linguistics",False,0.25,constrained_lexical,
10759,Translation Studies and Practices,470409,"Linguistic structures (incl. phonology, morphology and syntax)",False,0.167,constrained_lexical,
10759,Translation Studies and Practices,470499,Linguistics not elsewhere classified,False,0.25,constrained_lexical,
10760,Pancreatitis Pathology and Treatment,320213,Medical genetics (excl. cancer genetics),True,0.25,constrained_lexical,
10760,Pancreatitis Pathology and Treatment,320220,Pathology (excl. oral pathology),False,0.333,constrained_lexical,
10760,Pancreatitis Pathology and Treatment,320222,Radiology and organ imaging,False,0.333,constrained_lexical,
10760,Pancreatitis Pathology and Treatment,320201,Anaesthesiology,False,0.0,constrained_lexical,
10760,Pancreatitis Pathology and Treatment,320202,Clinical chemistry (incl. diagnostics),False,0.0,constrained_lexical,
10760,Pancreatitis Pathology and Treatment,320203,Clinical microbiology,False,0.0,constrained_lexical,
10761,Vehicular Ad Hoc Networks (VANETs),400805,"Electrical energy transmission, networks and systems",True,0.4,constrained_lexical,
10761,Vehicular Ad Hoc Networks (VANETs),400801,Circuits and systems,False,0.5,constrained_lexical,
10761,Vehicular Ad Hoc Networks (VANETs),400802,Electrical circuits and systems,False,0.333,constrained_lexical,
10761,Vehicular Ad Hoc Networks (VANETs),400808,Photovoltaic power systems,False,0.333,constrained_lexical,
10761,Vehicular Ad Hoc Networks (VANETs),400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",False,0.0,constrained_lexical,
10761,Vehicular Ad Hoc Networks (VANETs),400804,Electrical energy storage,False,0.0,constrained_lexical,
10762,"Migration, Health and Trauma",520304,Health psychology,True,0.5,constrained_lexical,
10762,"Migration, Health and Trauma",520399,Clinical and health psychology not elsewhere classified,False,0.167,constrained_lexical,
10762,"Migration, Health and Trauma",520301,Clinical neuropsychology,False,0.0,constrained_lexical,
10762,"Migration, Health and Trauma",520302,Clinical psychology,False,0.0,constrained_lexical,
10762,"Migration, Health and Trauma",520303,Counselling psychology,False,0.0,constrained_lexical,
10763,Digital Transformation in Industry,401403,Flexible manufacturing systems,True,0.667,constrained_lexical,
10763,Digital Transformation in Industry,401407,Manufacturing management,False,1.0,constrained_lexical,
10763,Digital Transformation in Industry,401408,Manufacturing processes and technologies (excl. textiles),False,0.4,constrained_lexical,
10763,Digital Transformation in Industry,401401,Additive manufacturing,False,0.5,constrained_lexical,
10763,Digital Transformation in Industry,401402,CAD/CAM systems,False,0.333,constrained_lexical,
10763,Digital Transformation in Industry,401409,Manufacturing safety and quality,False,0.333,constrained_lexical,
10764,Privacy-Preserving Technologies in Data,460203,Evolutionary computation,True,0.5,constrained_lexical,
10764,Privacy-Preserving Technologies in Data,460204,Fuzzy computation,False,0.5,constrained_lexical,
10764,Privacy-Preserving Technologies in Data,460201,Artificial life and complex adaptive systems,False,0.0,constrained_lexical,
10764,Privacy-Preserving Technologies in Data,460202,Autonomous agents and multiagent systems,False,0.0,constrained_lexical,
10764,Privacy-Preserving Technologies in Data,460205,Intelligent robotics,False,0.0,constrained_lexical,
10764,Privacy-Preserving Technologies in Data,460206,Knowledge representation and reasoning,False,0.0,constrained_lexical,
10765,Marine Biology and Ecology Research,370801,Biological oceanography,True,0.0,below_floor,
10765,Marine Biology and Ecology Research,370802,Chemical oceanography,False,0.0,constrained_lexical,
10765,Marine Biology and Ecology Research,370803,Physical oceanography,False,0.0,constrained_lexical,
10765,Marine Biology and Ecology Research,370899,Oceanography not elsewhere classified,False,0.0,constrained_lexical,
10766,Urban Heat Island Mitigation,401101,Air pollution modelling and control,True,0.25,constrained_lexical,
10766,Urban Heat Island Mitigation,401102,Environmentally sustainable engineering,False,0.0,constrained_lexical,
10766,Urban Heat Island Mitigation,401103,Global and planetary environmental engineering,False,0.0,constrained_lexical,
10766,Urban Heat Island Mitigation,401104,Health and ecological risk assessment,False,0.0,constrained_lexical,
10766,Urban Heat Island Mitigation,401105,Life cycle assessment and industrial ecology,False,0.0,constrained_lexical,
10766,Urban Heat Island Mitigation,401106,"Waste management, reduction, reuse and recycling",False,0.0,constrained_lexical,
10767,Advanced Photonic Communication Systems,400801,Circuits and systems,True,1.0,constrained_lexical,
10767,Advanced Photonic Communication Systems,400802,Electrical circuits and systems,False,0.667,constrained_lexical,
10767,Advanced Photonic Communication Systems,400805,"Electrical energy transmission, networks and systems",False,0.4,constrained_lexical,
10767,Advanced Photonic Communication Systems,400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",False,0.143,constrained_lexical,
10767,Advanced Photonic Communication Systems,400808,Photovoltaic power systems,False,0.333,constrained_lexical,
10767,Advanced Photonic Communication Systems,400804,Electrical energy storage,False,0.0,constrained_lexical,
10768,Electric Vehicles and Infrastructure,400803,"Electrical energy generation (incl. renewables, excl. photovoltaics)",True,0.286,constrained_lexical,
10768,Electric Vehicles and Infrastructure,400805,"Electrical energy transmission, networks and systems",False,0.4,constrained_lexical,
10768,Electric Vehicles and Infrastructure,400808,Photovoltaic power systems,False,0.667,constrained_lexical,
10768,Electric Vehicles and Infrastructure,400801,Circuits and systems,False,0.5,constrained_lexical,
10768,Electric Vehicles and Infrastructure,400802,Electrical circuits and systems,False,0.333,constrained_lexical,
10768,Electric Vehicles and Infrastructure,400804,Electrical energy storage,False,0.333,constrained_lexical,
10769,BRCA gene mutations in cancer,310501,Anthropological genetics,True,0.5,constrained_lexical,
10769,BRCA gene mutations in cancer,310503,Developmental genetics (incl. sex determination),False,0.2,constrained_lexical,
10769,BRCA gene mutations in cancer,310505,Gene expression (incl. microarray and other genome-wide approaches),False,0.125,constrained_lexical,
10769,BRCA gene mutations in cancer,310506,Gene mapping,False,0.5,constrained_lexical,
10769,BRCA gene mutations in cancer,310507,Genetic immunology,False,0.5,constrained_lexical,
10769,BRCA gene mutations in cancer,310509,Genomics,False,1.0,constrained_lexical,
10770,Soil Geostatistics and Mapping,401103,Global and planetary environmental engineering,True,0.25,constrained_lexical,
10770,Soil Geostatistics and Mapping,401101,Air pollution modelling and control,False,0.0,constrained_lexical,
10770,Soil Geostatistics and Mapping,401102,Environmentally sustainable engineering,False,0.0,constrained_lexical,
10770,Soil Geostatistics and Mapping,401104,Health and ecological risk assessment,False,0.0,constrained_lexical,
10770,Soil Geostatistics and Mapping,401105,Life cycle assessment and industrial ecology,False,0.0,constrained_lexical,
10770,Soil Geostatistics and Mapping,401106,"Waste management, reduction, reuse and recycling",False,0.0,constrained_lexical,
10771,Wound Healing and Treatments,420101,Arts therapy,True,0.0,below_floor,
10771,Wound Healing and Treatments,420102,Audiology,False,0.0,constrained_lexical,
10771,Wound Healing and Treatments,420103,Music therapy,False,0.0,constrained_lexical,
10771,Wound Healing and Treatments,420104,Occupational therapy,False,0.0,constrained_lexical,
10771,Wound Healing and Treatments,420105,Orthoptics,False,0.0,constrained_lexical,
10771,Wound Healing and Treatments,420106,Physiotherapy,False,0.0,constrained_lexical,
10772,Distributed systems and fault tolerance,460605,Distributed systems and algorithms,True,1.0,constrained_lexical,
10772,Distributed systems and fault tolerance,460699,Distributed computing and systems software not elsewhere classified,False,0.429,constrained_lexical,
10772,Distributed systems and fault tolerance,460602,Concurrent/parallel systems and technologies,False,0.25,constrained_lexical,
10772,Distributed systems and fault tolerance,460603,Cyberphysical systems and internet of things,False,0.25,constrained_lexical,
10772,Distributed systems and fault tolerance,460604,Dependable systems,False,0.5,constrained_lexical,
10772,Distributed systems and fault tolerance,460610,Operating systems,False,0.5,constrained_lexical,
